Landmarks,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20
Coordinates,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
Frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.30341434478759766,-0.06714135408401489,0.05795736610889435,0.2793102264404297,-0.04742419719696045,-0.06898991018533707,0.1776266098022461,0.02170097827911377,-0.1104140654206276,0.0910264253616333,0.12756937742233276,-0.13176286220550537,0.04318377375602722,0.2289820909500122,-0.14715197682380676,-0.005800098180770874,-0.07279050350189209,-0.0402074009180069,-0.18024715781211853,-0.02537602186203003,-0.09722285717725754,-0.2957393527030945,-0.003710031509399414,-0.1391887664794922,-0.38823556900024414,0.012929677963256836,-0.16795524954795837,0.0,0.0,0.0,-0.10041585564613342,0.08549082279205322,-0.08799201995134354,-0.0573955774307251,0.1832013726234436,-0.14140257239341736,0.002207159996032715,0.23952746391296387,-0.15779045224189758,0.025756031274795532,0.06417512893676758,0.029333138838410378,-0.058723658323287964,0.15072095394134521,-0.05604086071252823,-0.015865415334701538,0.2321799397468567,-0.09490970522165298,0.02515658736228943,0.2762216329574585,-0.09827540069818497,0.06285494565963745,0.1031084656715393,0.05011563003063202,0.004825711250305176,0.1857588291168213,-0.022519327700138092,0.026892125606536865,0.2424945831298828,-0.050261013209819794,0.06110405921936035,0.26954156160354614,-0.051301226019859314
2,0.3262864053249359,-0.07664424180984497,0.05282333493232727,0.29230859875679016,-0.04042017459869385,-0.07600229978561401,0.19049260020256042,0.024821817874908447,-0.11650803685188293,0.10530713200569153,0.1282578706741333,-0.13572029769420624,0.04877623915672302,0.22742372751235962,-0.14868365228176117,-0.00888150930404663,-0.0640367865562439,-0.046068932861089706,-0.18468400835990906,-0.014138579368591309,-0.09313036501407623,-0.29379433393478394,0.008217692375183105,-0.13026836514472961,-0.3857547342777252,0.02563309669494629,-0.1564107984304428,0.0,0.0,0.0,-0.10148575901985168,0.09219783544540405,-0.0754258930683136,-0.05976217985153198,0.1887577772140503,-0.12632855772972107,-0.00043192505836486816,0.24257999658584595,-0.14417225122451782,0.026283591985702515,0.05688267946243286,0.03632747381925583,-0.06241592764854431,0.1415722370147705,-0.03818159177899361,-0.020284324884414673,0.22284597158432007,-0.07872620224952698,0.024626106023788452,0.2644616961479187,-0.08610226213932037,0.0642482340335846,0.08953964710235596,0.06399187445640564,0.0017729103565216064,0.16433674097061157,0.002502940595149994,0.017609328031539917,0.2174210548400879,-0.024766627699136734,0.051076143980026245,0.24347275495529175,-0.028121937066316605
3,0.34584417939186096,-0.06024247407913208,0.05045304819941521,0.3019886314868927,-0.032160043716430664,-0.0694780945777893,0.19722172617912292,0.03160160779953003,-0.10738886892795563,0.10268685221672058,0.13172435760498047,-0.1267559975385666,0.03888300061225891,0.22425085306167603,-0.13976304233074188,-0.002601027488708496,-0.06296497583389282,-0.04113716259598732,-0.17924627661705017,-0.02289217710494995,-0.0871317982673645,-0.2858057916164398,-0.007983982563018799,-0.1226508766412735,-0.3786056339740753,0.004939138889312744,-0.14900994300842285,0.0,0.0,0.0,-0.0952257513999939,0.09271872043609619,-0.07249186933040619,-0.06437402963638306,0.18817287683486938,-0.12274086475372314,-0.016103774309158325,0.2505750060081482,-0.14320574700832367,0.02271786332130432,0.0556788444519043,0.03186604753136635,-0.05845019221305847,0.14148759841918945,-0.04011094197630882,-0.021329015493392944,0.22056424617767334,-0.08017057180404663,0.0188046395778656,0.27106863260269165,-0.09029822051525116,0.05808153748512268,0.08647865056991577,0.055387649685144424,0.0029231607913970947,0.1631283164024353,-0.005112141370773315,0.016234368085861206,0.22352290153503418,-0.03486769273877144,0.042964011430740356,0.26571911573410034,-0.04243415966629982
4,0.3361193835735321,-0.05897068977355957,0.06334763020277023,0.2968524992465973,-0.015238165855407715,-0.08081130683422089,0.18875911831855774,0.052852094173431396,-0.1257486492395401,0.10005918145179749,0.15278083086013794,-0.144771009683609,0.03597399592399597,0.2511742115020752,-0.15749163925647736,-0.00722956657409668,-0.058351099491119385,-0.05808062106370926,-0.19402140378952026,-0.003912091255187988,-0.10037611424922943,-0.30237439274787903,0.01594829559326172,-0.13433295488357544,-0.3997206389904022,0.0322151780128479,-0.15945099294185638,0.0,0.0,0.0,-0.1021014153957367,0.10821950435638428,-0.07122786343097687,-0.07061386108398438,0.20913386344909668,-0.12588314712047577,-0.024101227521896362,0.2698742151260376,-0.15026509761810303,0.021479666233062744,0.0542299747467041,0.04920849949121475,-0.06898617744445801,0.15018177032470703,-0.0236235111951828,-0.03108343482017517,0.23466408252716064,-0.07438421249389648,0.007886528968811035,0.28202855587005615,-0.09189014136791229,0.0502142608165741,0.0874059796333313,0.08942551165819168,-0.014396607875823975,0.17039120197296143,0.02620870992541313,0.0007449090480804443,0.23041337728500366,-0.010126151144504547,0.03276214003562927,0.2650405168533325,-0.02225872129201889
5,0.32804781198501587,-0.025992631912231445,0.07914150506258011,0.2948572635650635,-0.02203640341758728,-0.05416695028543472,0.20193278789520264,0.041443049907684326,-0.09602106362581253,0.11901271343231201,0.15156269073486328,-0.1137131080031395,0.05165541172027588,0.23902833461761475,-0.12297961860895157,0.001935124397277832,-0.06814974546432495,-0.04531003534793854,-0.1909368336200714,-0.03094908595085144,-0.09665965288877487,-0.2940386235713959,-0.015598058700561523,-0.13158002495765686,-0.39086130261421204,-0.003612428903579712,-0.15583902597427368,0.0,0.0,0.0,-0.11186417937278748,0.09648394584655762,-0.07904622703790665,-0.055652081966400146,0.18408197164535522,-0.12431292980909348,0.0035707950592041016,0.22338628768920898,-0.1371622383594513,0.013306498527526855,0.06533235311508179,0.03606882691383362,-0.07868462800979614,0.15314775705337524,-0.03881743550300598,-0.0198667049407959,0.21601629257202148,-0.07210459560155869,0.027910828590393066,0.23831522464752197,-0.07385537773370743,0.03774690628051758,0.10778599977493286,0.06297121196985245,-0.02955228090286255,0.18536072969436646,0.008923739194869995,-0.006157279014587402,0.230849027633667,-0.009673729538917542,0.03132086992263794,0.24946510791778564,-0.007942765951156616
6,0.3303605318069458,-0.02230420708656311,0.0786997601389885,0.2928064465522766,-0.012558907270431519,-0.060478560626506805,0.2034105658531189,0.036407411098480225,-0.11325990408658981,0.11913502216339111,0.14049309492111206,-0.14392483234405518,0.044130682945251465,0.22629022598266602,-0.16769304871559143,0.00045377016067504883,-0.06699761748313904,-0.04718831926584244,-0.18605339527130127,-0.028762131929397583,-0.10013297945261002,-0.29756107926368713,-0.0131453275680542,-0.13906514644622803,-0.39446160197257996,0.0020873546600341797,-0.16752290725708008,0.0,0.0,0.0,-0.11181271076202393,0.09803885221481323,-0.08553718775510788,-0.07014888525009155,0.17893624305725098,-0.13717886805534363,-0.012274742126464844,0.21834081411361694,-0.15621310472488403,0.015278935432434082,0.06287217140197754,0.03809042274951935,-0.07642143964767456,0.14985352754592896,-0.04358772188425064,-0.03088897466659546,0.21390557289123535,-0.07807152718305588,0.021148085594177246,0.23553693294525146,-0.08144477754831314,0.041224777698516846,0.10426431894302368,0.06621094793081284,-0.02732062339782715,0.1768137812614441,0.001421704888343811,-0.008388042449951172,0.222212016582489,-0.023082412779331207,0.0319598913192749,0.23644590377807617,-0.02514439821243286
7,0.33027589321136475,-0.01976791024208069,0.08179923892021179,0.2891789674758911,-0.009872734546661377,-0.05379188060760498,0.19723832607269287,0.0395851731300354,-0.10635027289390564,0.11276161670684814,0.14569145441055298,-0.13693848252296448,0.039862871170043945,0.23410546779632568,-0.1608286052942276,-0.00011366605758666992,-0.06773325800895691,-0.04613596200942993,-0.18728956580162048,-0.025210022926330566,-0.10146331787109375,-0.2998776137828827,-0.009324789047241211,-0.14248909056186676,-0.3985626697540283,0.005547046661376953,-0.1724746823310852,0.0,0.0,0.0,-0.11335361003875732,0.097592294216156,-0.08594082295894623,-0.07528185844421387,0.18215638399124146,-0.13574661314487457,-0.02035677433013916,0.22564178705215454,-0.15411390364170074,0.016679704189300537,0.06366604566574097,0.037378355860710144,-0.0758965015411377,0.15130198001861572,-0.04273108392953873,-0.034007370471954346,0.21552717685699463,-0.07381606101989746,0.015342533588409424,0.2382158637046814,-0.07562743127346039,0.0443456768989563,0.10598862171173096,0.06489195674657822,-0.022580087184906006,0.1813586950302124,0.0007953792810440063,-0.006010174751281738,0.2270888090133667,-0.022694885730743408,0.0315704345703125,0.24230968952178955,-0.024157658219337463
