Landmarks,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20
Coordinates,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
Frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.3804875314235687,0.857331395149231,0.3467162847518921,0.04726622626185417,0.6500738263130188,0.41871774196624756,0.39324742555618286,0.42577436566352844,0.31395238637924194,0.6881346702575684,0.3580142557621002,0.18409816920757294,0.8562641143798828,0.393261194229126,0.048969708383083344,0.08218193054199219,-0.13013538718223572,0.12541846930980682,0.12329618632793427,-0.6447356343269348,-0.07742083817720413,0.3735808730125427,-0.8161141872406006,-0.16918277740478516,0.5881648659706116,-0.8656243681907654,-0.21899938583374023,0.0,0.0,0.0,0.7056286334991455,-0.10592316836118698,-0.1644882708787918,0.7928583025932312,0.20159652829170227,-0.09333427995443344,0.6436039209365845,0.347243994474411,-0.027640450745821,0.0020410746801644564,0.24001474678516388,-0.12437620759010315,0.7219957709312439,0.1763468086719513,-0.28424108028411865,0.7119383811950684,0.42368996143341064,-0.16001945734024048,0.49886175990104675,0.5091689229011536,-0.05399535223841667,0.03608527407050133,0.49803102016448975,-0.24010975658893585,0.6021730899810791,0.5016520619392395,-0.37179288268089294,0.6161485910415649,0.6637165546417236,-0.3128436207771301,0.443665087223053,0.7250341773033142,-0.2453373819589615
2,-0.3613157272338867,0.8778621554374695,0.3143390119075775,-0.06251897662878036,0.571628749370575,0.6358808279037476,0.23054759204387665,0.36236312985420227,0.617942214012146,0.5113873481750488,0.28710055351257324,0.539560854434967,0.7622972726821899,0.29982665181159973,0.4452724754810333,0.03865676000714302,-0.1144600585103035,0.2094910740852356,0.09507960826158524,-0.5923478603363037,0.035914067178964615,0.3133543133735657,-0.7719991207122803,-0.03977746516466141,0.5132736563682556,-0.8311222195625305,-0.0701030045747757,0.0,0.0,0.0,0.6172814965248108,-0.1418839693069458,-0.08206773549318314,0.6675592660903931,0.12756948173046112,0.06237654387950897,0.5455315709114075,0.2536449134349823,0.16459625959396362,0.022392146289348602,0.1981809437274933,-0.18278923630714417,0.618446409702301,0.12724047899246216,-0.24925731122493744,0.5832462906837463,0.3437761962413788,-0.059833262115716934,0.40945005416870117,0.4091036319732666,0.06840301305055618,0.0577988438308239,0.39619773626327515,-0.3333025574684143,0.5104074478149414,0.4078431725502014,-0.32855212688446045,0.5153736472129822,0.5667683482170105,-0.18107390403747559,0.3736010789871216,0.6273975968360901,-0.07708118110895157
3,-0.10892977565526962,0.9767400026321411,0.1846977174282074,0.12422897666692734,0.6191285252571106,0.21348707377910614,0.3337113857269287,0.3304577171802521,0.13625572621822357,0.5557041168212891,0.19342069327831268,0.010962169617414474,0.7630027532577515,0.15402871370315552,-0.12088929116725922,0.08972874283790588,-0.08443945646286011,0.1089068353176117,0.1403723657131195,-0.5287128686904907,-0.03609559312462807,0.3465111255645752,-0.6820386052131653,-0.1201988011598587,0.5332850813865662,-0.7550050616264343,-0.1696992963552475,0.0,0.0,0.0,0.60677570104599,-0.12180306017398834,-0.14741896092891693,0.7280727028846741,0.12291154265403748,-0.18606731295585632,0.6450685262680054,0.2573469281196594,-0.20031426846981049,-0.00498582050204277,0.18047279119491577,-0.11177943646907806,0.6079035997390747,0.13161247968673706,-0.23565706610679626,0.6760305762290955,0.32799988985061646,-0.2172514945268631,0.5785033106803894,0.41902029514312744,-0.18987047672271729,0.026602672412991524,0.38780832290649414,-0.22540351748466492,0.4431610703468323,0.39064866304397583,-0.27292734384536743,0.5195000171661377,0.4952274262905121,-0.21957464516162872,0.4840379059314728,0.5517100095748901,-0.16782541573047638
4,-0.47686687111854553,0.7357831597328186,0.4808545708656311,-0.31899404525756836,0.3783963620662689,0.6153241991996765,-0.028220150619745255,0.10097724944353104,0.5274474620819092,0.25478118658065796,-0.02923816815018654,0.40507981181144714,0.46088406443595886,-0.04839908704161644,0.27255645394325256,0.025476932525634766,-0.14086337387561798,0.14993269741535187,0.08806335180997849,-0.6124559640884399,-0.07381510734558105,0.3422851860523224,-0.7932555675506592,-0.13625797629356384,0.5390231609344482,-0.8399059772491455,-0.13074055314064026,0.0,0.0,0.0,0.7211467623710632,-0.11008657515048981,-0.1901828795671463,0.7697873115539551,0.13573354482650757,-0.10012445598840714,0.6292505860328674,0.24898254871368408,0.021619608625769615,0.02915027178823948,0.2409108579158783,-0.1259271651506424,0.7427337169647217,0.22445356845855713,-0.29256537556648254,0.7041745781898499,0.4219454526901245,-0.15276485681533813,0.49825191497802734,0.4819912612438202,-0.005110708996653557,0.07130585610866547,0.498347669839859,-0.23216065764427185,0.621846079826355,0.5428135395050049,-0.2641684114933014,0.5816888809204102,0.6606541872024536,-0.1071276068687439,0.3753652274608612,0.6882994174957275,0.031326666474342346
5,-0.44469258189201355,0.8671536445617676,0.2242611050605774,-0.2384166568517685,0.48213109374046326,0.431488960981369,-0.008116778917610645,0.18884487450122833,0.42037397623062134,0.2201780527830124,0.07505377382040024,0.3566889464855194,0.38416922092437744,0.025393979623913765,0.2962639033794403,0.00650712801143527,-0.11578645557165146,0.15979629755020142,0.07412190735340118,-0.565904974937439,0.038551896810531616,0.2951861321926117,-0.6894250512123108,0.015518270432949066,0.4662536382675171,-0.6609769463539124,0.034142300486564636,0.0,0.0,0.0,0.6388263702392578,-0.04052826762199402,-0.10754520446062088,0.597778856754303,0.17429737746715546,-0.026375489309430122,0.42699745297431946,0.257488489151001,0.06900200247764587,0.023203028365969658,0.19612820446491241,-0.14085868000984192,0.6008245348930359,0.23444975912570953,-0.2126217633485794,0.5245552659034729,0.38432955741882324,-0.09691588580608368,0.3529459536075592,0.4090483784675598,0.0018923915922641754,0.05690261349081993,0.41176721453666687,-0.2619186043739319,0.4899987280368805,0.4844158887863159,-0.24110695719718933,0.41655007004737854,0.576845109462738,-0.11713096499443054,0.24846428632736206,0.5695684552192688,-0.01984819397330284
6,0.15182195603847504,0.9514701962471008,0.2676836848258972,0.1731453686952591,0.7703081369400024,0.24450545012950897,0.3524153530597687,0.4600052833557129,0.1650650054216385,0.7430053353309631,0.21385155618190765,0.04613635689020157,0.9610552787780762,0.04727066680788994,-0.04743561893701553,0.06043741852045059,-0.023682093247771263,0.10458677262067795,0.4548484683036804,-0.48592740297317505,-0.10465222597122192,0.7973431944847107,-0.3660963773727417,-0.15936711430549622,0.9136424660682678,-0.21746642887592316,-0.1673451066017151,0.0,0.0,0.0,0.8014406561851501,-0.3034340441226959,-0.24539104104042053,1.046994924545288,-0.0930461660027504,-0.25460347533226013,0.9469977617263794,0.09429395943880081,-0.23399728536605835,0.01034538447856903,0.09266915172338486,-0.1251043677330017,0.7057371139526367,-0.28178513050079346,-0.3846365809440613,0.9640524387359619,-0.07603676617145538,-0.32651960849761963,0.9138943552970886,0.10716601461172104,-0.24144671857357025,0.040176160633563995,0.2067052572965622,-0.2497706562280655,0.5139335989952087,-0.26177558302879333,-0.46677127480506897,0.8080949783325195,-0.24845050275325775,-0.4355650246143341,0.9225434064865112,-0.14351339638233185,-0.36643803119659424
7,-0.44555601477622986,0.8722733855247498,0.201541468501091,-0.3118930757045746,0.5001779198646545,0.3472895622253418,-0.06492332369089127,0.19402773678302765,0.322076678276062,0.1854182779788971,0.06306565552949905,0.2515172064304352,0.38126787543296814,0.05614788830280304,0.17180979251861572,0.005900142714381218,-0.10123580694198608,0.13794484734535217,0.09717206656932831,-0.44167518615722656,0.009444529190659523,0.24917717278003693,-0.646074116230011,-0.040652330964803696,0.37490415573120117,-0.7611437439918518,-0.05143815651535988,0.0,0.0,0.0,0.6411125659942627,-0.04591105878353119,-0.09835585951805115,0.6065987348556519,0.14944781363010406,-0.04688224568963051,0.43958500027656555,0.1975662261247635,0.01879662647843361,0.02067587710916996,0.18388690054416656,-0.12718431651592255,0.6458505988121033,0.22770795226097107,-0.22914887964725494,0.5484125018119812,0.3925812542438507,-0.16647140681743622,0.37522849440574646,0.40371963381767273,-0.09624601155519485,0.05003931745886803,0.4046475887298584,-0.23875580728054047,0.5115287899971008,0.4875780940055847,-0.23084686696529388,0.44081899523735046,0.5907672643661499,-0.1304384469985962,0.27047544717788696,0.6002603769302368,-0.049618326127529144
